Customer_ID,Name,Gender,Age,City,Signup_Date,Last_Purchase_Date,Purchase_Amount,Feedback_Score,Email,Phone_Number,Country
CUST0202,Nicholas Fernandez,Other,44,Pune,2023-05-07,2026-01-19,45114,2.0,davisvictoria@hotmail.com,+1-073-409-5922x1098,Canada
CUST0203,Howard Smith,Male,,,2023-03-31,2026-03-19,,,michaelwright@jarvis-hale.com,837-465-3794x2741,UK
CUST0204,Debra Carter,,,Chennai,2021-11-03,2024-05-21,35895,5.0,wrong_email.com,001-240-288-3544,
CUST0205,Scott Larson,Male,,Mumbai,2023-06-15,2026-01-05,₹2648,4.0,pcordova@cooper-klein.com,104-911-8285,India
CUST0206,Diane Travis,Male,53 yrs,Indore,2022-12-05,2025-06-03,16700,1.0,walkercorey@hill-clark.net,12345,USA
CUST0207,Amanda Berry,,,Chennai,2024-11-05,2025-03-31,₹13598,3.0,mullinsrebecca@jones-marsh.com,001-893-522-7880x8946,
CUST0208,,Other,28 yrs,Delhi,2022-07-12,,₹14060,5.0,shannonamanda@yahoo.com,342-854-6617,
CUST0209,Sherry Morton,,35,Pune,2023-08-30,2025-03-09,23833,4.0,taylorritter@martin-burns.com,(674)091-6700x32589,USA
CUST0210,Katie Curtis,Female,Age is 20 years,,2025-12-06,2025-09-11,₹37236,5.0,folson@gmail.com,001-774-430-2858x0514,India
CUST0211,Alexis Allen,Male,Age is 48 years,Bhopal,2025-05-09,2026-03-17,7053,5.0,fieldsrobert@gmail.com,001-170-264-9452,
CUST0212,Jennifer James,Male,Age is 32 years,Bhopal,2025-07-29,2026-03-18,23952,2.0,cunninghamjennifer@yahoo.com,+1-518-734-8205x86851,USA
CUST0213,Jean Jordan,Male,Age is 58 years,,2022-07-13,2025-12-31,₹3398,1.0,albert27@yahoo.com,001-835-256-8896x2168,
CUST0214,Amy Stafford,Female,50 yrs,Delhi,2025-11-11,2026-04-07,,3.0,howardsara@richardson.com,0176998194,Canada
CUST0215,Katherine Mullins,Male,39,Indore,2022-04-03,2025-01-22,26280,3.0,nielsenmichelle@hotmail.com,001-295-266-4950,USA
CUST0216,Michael Pierce,Female,Age is 58 years,Bhopal,2022-07-01,2024-08-13,₹46680,,wrong_email.com,999.898.4489x624,Canada
CUST0217,Anthony Cain,Male,60,Mumbai,2024-01-26,2025-06-28,,1.0,garciadavid@baker.org,4182310728,India
CUST0218,Rose Torres,Other,Age is 38 years,Bhopal,2025-05-15,2025-09-20,₹2719,1.0,danieljones@yahoo.com,(404)949-4088x9986,India
CUST0219,Laura Gibson,Other,45 yrs,Bhopal,2024-01-06,,₹9943,5.0,raymond45@ortega.net,(547)126-5296x5599,UK
CUST0220,Anne Richmond,Other,33,Delhi,2022-09-20,2024-07-23,,4.0,wrong_email.com,001-543-521-1157x169,India
CUST0221,Laura Hernandez,Other,Age is 27 years,Indore,2026-03-12,2024-09-13,25472,1.0,wrong_email.com,+1-679-291-8180x62567,India
CUST0222,Angela Diaz,,59,Mumbai,2022-03-27,2025-11-13,₹15341,4.0,alancardenas@johnson.com,8749851802,
CUST0223,Jaime Mooney,,50 yrs,Pune,2025-06-04,2024-07-15,44084,3.0,sarahgonzalez@wolfe.info,017-849-3652x081,India
CUST0224,Robert Fisher,Other,58,,2021-09-08,2025-12-20,₹37764,1.0,amysandoval@potter.com,940.287.4697x160,India
CUST0225,Ann Henson,,48,Indore,2023-10-30,2025-05-27,₹20904,2.0,stewartkathleen@gould-kelly.info,897-676-1140,USA
CUST0226,Tanner Lee,Female,50 yrs,Pune,2023-04-18,2026-03-02,12311,1.0,fernandezwendy@yahoo.com,12345,Canada
CUST0227,Sylvia Alexander PhD,Female,Age is 40 years,Bhopal,2025-08-01,2025-06-15,,,sullivanjohn@oconnor.com,+1-256-630-5750x79997,USA
CUST0228,Melissa Mack,Male,27 yrs,Bhopal,2026-03-14,2024-06-07,,5.0,wwang@gmail.com,(596)481-9161x641,UK
CUST0229,Marcia Nelson,,,Delhi,2022-10-14,2025-04-25,3095,5.0,shirleyrodriguez@hotmail.com,368-431-5409x33798,
CUST0230,Taylor Harris,Female,Age is 30 years,Delhi,2024-07-27,2025-03-23,7301,1.0,nathaniel71@hart.com,332-730-5031,India
CUST0231,Billy Hernandez,,24,,2022-01-09,2025-08-02,₹30191,2.0,qwang@taylor.com,12345,UK
CUST0232,Aaron Fleming,Male,,Indore,2022-04-29,2025-08-06,13848,4.0,whitesean@carrillo.info,080-107-3310,India
CUST0233,,Female,,Indore,2025-03-14,2024-07-09,₹6649,2.0,shawnjordan@barton.com,437-130-7457,UK
CUST0234,Christopher Smith,,44,Chennai,2025-04-02,2024-07-31,,5.0,kevin31@kim.com,378.764.7736x850,
CUST0235,Samuel Scott,Male,40 yrs,,2023-12-25,2025-10-09,₹21306,4.0,smithdiamond@yahoo.com,240-142-8573,UK
CUST0236,Stephanie Johnson,,Age is 44 years,Chennai,2024-08-22,2026-03-29,₹40752,4.0,cooksteven@hotmail.com,001-060-175-4215x4735,India
CUST0237,Alice Kelley,Male,,Pune,2024-07-15,2025-07-05,43759,4.0,conradsuzanne@bass.net,767.197.5998x949,USA
CUST0238,Lisa Ford,Other,Age is 28 years,Delhi,2021-09-19,2024-10-08,₹23685,2.0,wvelasquez@osborne.com,+1-396-908-8188x55794,Canada
CUST0239,Ashley Carey,,28,Pune,2024-03-29,2025-08-27,43049,2.0,wrong_email.com,001-806-066-7306x6147,India
CUST0240,Ian Smith,Other,40 yrs,Bhopal,2023-02-06,2026-04-07,,1.0,jasmineberg@thomas-miles.com,647-035-3275x0251,Canada
CUST0241,Evan Jordan,Female,52,Chennai,2021-09-21,2024-09-03,12346,5.0,karen16@bailey.com,(496)345-0138,Canada
CUST0242,Kevin Watson,Female,Age is 32 years,Delhi,2026-01-27,2025-05-10,,5.0,richardwright@gill-smith.net,(154)438-2139,Canada
CUST0243,Emma Pace,Other,57 yrs,Mumbai,2022-12-04,2026-03-01,45403,4.0,morgansanchez@gmail.com,(049)896-6148x9348,India
CUST0244,James Johnson,Female,,Indore,2025-10-05,2025-10-03,₹27890,,guerreroerica@moore-conley.com,(685)713-5918x8501,UK
CUST0245,Phillip Soto,Other,,,2025-01-21,2025-04-13,42218,5.0,wrong_email.com,277.840.2759,UK
CUST0246,Peter Baxter,,38,Pune,2024-01-23,2025-05-01,33531,1.0,freyeric@novak.com,(451)265-0254x97076,USA
CUST0247,Dr. Daniel Wilson II,Other,55,Indore,2021-12-20,2025-04-08,27860,3.0,kleinjanice@hernandez-fox.com,(253)953-5835x665,Canada
CUST0248,Chelsea Robinson,Male,27 yrs,Indore,2022-02-01,2024-06-23,,4.0,hancockcynthia@yahoo.com,001-297-795-8514,USA
CUST0249,Jeanne Olson,,Age is 60 years,Chennai,2025-08-26,2025-10-08,,2.0,martin33@robinson-massey.net,001-345-099-1935x3875,
CUST0250,Shannon Roman,,,Chennai,2023-03-21,2024-08-04,₹6067,2.0,goodmanmichael@hotmail.com,823.908.1212,India
CUST0251,Joel King,Female,,,2025-05-14,2026-04-12,₹8851,2.0,wrong_email.com,289-233-3436,Canada
CUST0252,David Mueller,Other,19 yrs,Bhopal,2022-02-21,2024-10-06,3759,2.0,diana25@shannon.com,159.193.1513,Canada
CUST0253,Savannah Griffin,Female,,Chennai,2022-06-05,2025-08-25,,3.0,imathis@yahoo.com,(524)273-8875x3680,USA
CUST0254,Reginald Smith,Other,Age is 24 years,Mumbai,2021-12-05,2025-06-22,₹26785,5.0,shane60@hansen.org,001-528-316-5854x2591,USA
CUST0255,Joseph Salazar,,31 yrs,Chennai,2023-01-13,2025-01-17,₹44910,1.0,omccoy@yahoo.com,180.045.7704x02940,India
CUST0256,Kathy Lee,,,Mumbai,2025-01-15,2024-07-07,14420,2.0,aliciataylor@ortiz-hughes.com,(289)072-7792x43458,
CUST0257,Taylor Anderson,Male,,Bhopal,2024-09-05,2025-09-30,₹31625,2.0,omar32@lane-gamble.com,(577)521-2031,Canada
CUST0258,Christine Skinner,Female,29 yrs,Delhi,2024-05-31,2024-12-02,10444,1.0,kwhite@moore.net,482.523.7605x0189,USA
CUST0259,Kathleen Kennedy,Other,Age is 48 years,Pune,2024-10-22,2025-03-25,,2.0,omunoz@scott-bennett.net,831.785.2738,USA
CUST0260,Stacy Bautista,Female,45,Mumbai,2025-04-29,2025-05-11,,5.0,seanthomas@hotmail.com,912-089-2928,UK
CUST0261,Rodney May,Other,40 yrs,Mumbai,2022-07-01,2026-03-16,₹12140,,thomaswarren@rose-ho.com,972.516.5914x0121,USA
CUST0262,Gary Snyder,Other,42,Chennai,2026-01-04,2024-07-07,,5.0,hendersondeborah@yahoo.com,(450)482-0881x350,
CUST0263,Jamie Vazquez,Female,46 yrs,Indore,2023-12-07,2024-07-07,,3.0,jimenezsandra@yahoo.com,(851)702-1577x284,India
CUST0264,Jessica Cole,Male,28 yrs,Chennai,2023-05-03,2025-04-06,₹45072,3.0,hparker@hernandez.org,196-382-0961x0960,UK
CUST0265,Jon Brown,,,Indore,2022-09-28,2025-01-21,₹28552,1.0,james26@wilson.net,089.269.2565x844,UK
CUST0266,Ross Schmidt,Female,22 yrs,Bhopal,2024-08-13,,34291,2.0,wrong_email.com,652-191-5053,India
CUST0267,Ryan Ford,Female,Age is 22 years,Indore,2025-06-16,2024-12-18,30733,,eatondave@fox.info,(201)364-5121,India
CUST0268,George Ramirez,,45,Indore,2024-12-09,2024-09-10,₹13043,4.0,wchristian@schultz-baker.com,+1-512-257-1278x97290,Canada
CUST0269,Angela Wilkerson,Male,,,2024-08-08,2025-02-06,₹7724,4.0,wrong_email.com,5680546323,Canada
CUST0270,,Male,,Bhopal,2023-02-08,2024-07-23,,2.0,jaredwilkins@pollard-lawrence.com,(272)915-3492x652,UK
CUST0271,Emily Miller,Other,18,Mumbai,2023-07-14,2024-09-23,₹12075,2.0,vwalker@townsend.com,001-333-229-0843x828,USA
CUST0272,Alexandra Shah,,,Mumbai,2025-09-23,2025-01-10,37936,1.0,dawsonjonathan@diaz-rowland.com,4442500480,USA
CUST0273,Christine Salinas,,Age is 28 years,Pune,2024-09-02,2025-02-07,,1.0,vramos@hotmail.com,+1-655-393-2885x489,USA
CUST0274,Wesley Davis,Other,,,2021-12-04,2025-09-02,,1.0,ekramer@boyle.com,+1-650-129-4835x2801,
CUST0275,,,25,Mumbai,2022-01-13,2026-05-06,37100,2.0,tammywood@gmail.com,001-764-172-3052x615,India
CUST0276,Mark Watson,Other,,,2023-12-08,2024-11-29,₹43480,5.0,brittanywallace@gmail.com,994.545.9395,UK
CUST0277,Melissa Ball,,,Pune,2024-04-26,2024-12-24,₹27899,1.0,robert61@yahoo.com,12345,UK
CUST0278,Isaiah Franklin,Male,34 yrs,Delhi,2024-10-17,2025-06-19,,,billy94@myers-tucker.com,282-677-4966x55735,India
CUST0279,James Jones,Other,18,Delhi,2025-11-14,2024-10-25,₹34213,,denisewilliamson@gmail.com,12345,Canada
CUST0280,Grace Martinez,Other,46,Chennai,2024-11-17,2025-11-09,3180,3.0,garrettkatherine@gmail.com,613.683.7495x94793,UK
CUST0281,Bruce Wilson,,30 yrs,Pune,2025-08-21,2025-09-14,49235,4.0,levykelly@dennis.net,001-922-865-1223x6216,UK
CUST0282,Katie Andrews,Female,,Delhi,2025-08-16,,29863,3.0,dunncynthia@hotmail.com,880-376-3294,UK
CUST0283,Douglas Willis,Female,,,2021-05-09,2025-11-02,,3.0,richard22@hotmail.com,716-206-5632x1431,USA
CUST0284,Derrick Smith,Other,,Bhopal,2023-08-26,2025-09-06,13382,2.0,amyyu@yahoo.com,+1-843-747-4570x155,
CUST0285,Edward Payne,,50 yrs,Bhopal,2021-08-02,2026-01-18,,3.0,webberic@hahn.org,212.075.4178x72477,UK
CUST0286,Matthew Jackson,Male,51,Delhi,2023-07-22,2024-09-25,,,flemingjames@yahoo.com,(085)599-2901x895,UK
CUST0287,Rebecca Kelly,Other,19,Bhopal,2023-12-01,2025-03-13,₹5832,3.0,adamslisa@gmail.com,7756969868,USA
CUST0288,Jennifer Thomas,Male,54,Delhi,2024-07-11,2025-12-06,,1.0,sarahwatkins@jones-mcdowell.com,+1-512-197-7613x00424,
CUST0289,Shari Howard,Male,60,,2024-05-23,2026-01-31,,5.0,rthomas@hotmail.com,067-212-2891x27434,
CUST0290,Lisa Harmon,,30,Indore,2024-10-29,2026-04-24,,4.0,kimberly35@jones-hill.net,521.072.6551x315,USA
CUST0291,David Lewis,Male,,Bhopal,2023-04-12,,₹12199,4.0,jonathan28@davis-watts.com,+1-106-389-3311x324,Canada
CUST0292,Roger Gonzalez,Female,Age is 50 years,Indore,2024-10-04,2026-04-17,19496,1.0,selliott@yahoo.com,030.746.9005,UK
CUST0293,Jacob Johnson,Female,31 yrs,Mumbai,2023-09-01,2025-12-04,₹27083,5.0,lucaszamora@gmail.com,001-431-963-0659x238,UK
CUST0294,Gary Mercer,Female,,Indore,2022-08-25,2025-01-04,,,nicole80@hotmail.com,001-804-806-3437x801,USA
CUST0295,Victoria Davies,,45,Pune,2025-05-18,2026-01-19,₹29342,2.0,moorebryan@yahoo.com,590.536.6143x681,
CUST0296,Frank Williams,Male,,Indore,2025-10-13,2024-11-08,31947,,erik26@lopez.com,001-196-746-1012x99092,
CUST0297,Lawrence Moore,,,Delhi,2024-04-14,2026-03-22,30026,2.0,lisadavis@gmail.com,12345,USA
CUST0298,David Drake,Other,52 yrs,Chennai,2024-07-04,2026-02-15,,5.0,miranda27@yahoo.com,001-334-480-4468x73344,UK
CUST0299,Erin Ayala,Other,29,Pune,2021-10-04,2025-04-13,₹29605,,qthomas@hotmail.com,12345,India
CUST0300,Danny Ortiz,,59,Indore,2023-10-15,2025-01-28,40757,2.0,williamcampbell@frank.com,12345,
CUST0301,Kenneth Nolan,Male,24,Bhopal,2022-09-27,2024-05-18,₹44219,5.0,edwinnicholson@hotmail.com,244-384-3845,Canada
CUST0302,Seth Villanueva,Other,Age is 33 years,Bhopal,2025-05-17,2026-02-13,,2.0,tbrown@smith.com,12345,USA
CUST0303,Lindsey Salinas,,56 yrs,Mumbai,2023-05-11,2026-02-19,,,ctrevino@hotmail.com,+1-047-882-6332x58964,India
CUST0304,Christina Jennings,,48 yrs,Pune,2023-07-23,2025-07-15,12313,5.0,danny11@cook.com,658-752-3743x43751,India
CUST0305,Patricia Williams,Other,44 yrs,,2022-08-09,2025-05-28,,1.0,qfernandez@hotmail.com,(006)653-9092x424,India
CUST0306,Maria Robinson,,45 yrs,Pune,2025-10-07,2024-06-06,,2.0,gerald08@hotmail.com,293-573-7068x045,Canada
CUST0307,Stephen Jones,Male,42,Bhopal,2023-12-04,2025-07-26,,3.0,garciakristina@yahoo.com,167.942.2829x977,Canada
CUST0308,Riley Wu,,Age is 46 years,Mumbai,2022-02-02,2025-06-11,9378,1.0,julie68@norman.biz,261.846.6015x89625,
CUST0309,Kelly Miller,Female,28,Pune,2024-09-07,2025-06-16,₹16738,3.0,mary37@andrews.com,001-113-119-2658x96048,UK
CUST0310,Jamie Boone,,,Pune,2021-09-08,2026-03-19,₹28885,4.0,evan73@yahoo.com,001-526-445-6173x211,UK
CUST0311,Tammy Clark,Female,47,Bhopal,2024-06-07,2025-01-04,,2.0,annelopez@gmail.com,001-199-092-0754x88279,UK
CUST0312,Brenda Lucas,Male,Age is 23 years,Bhopal,2023-05-30,2025-08-10,₹1240,3.0,connierice@potter-valencia.com,(139)075-6421,Canada
CUST0313,Mrs. Latasha Collins,,24 yrs,Indore,2024-09-20,2025-08-23,4509,,obrienbeth@gmail.com,515.004.0758x4162,Canada
CUST0314,Robert Hayden,Other,44,Indore,2026-03-04,,₹35005,5.0,kylie21@potter.biz,+1-907-881-6055x501,UK
CUST0315,Jeffrey Calhoun,Female,Age is 37 years,Pune,2022-12-23,2024-10-10,,3.0,ztucker@sandoval-glover.com,858-586-9081x806,
CUST0316,Jonathan Jones,Female,47,,2023-01-30,2024-06-30,₹31941,5.0,mgray@hotmail.com,667-129-2951,
CUST0317,Richard Hall,Other,,Mumbai,2022-05-26,2025-07-18,,2.0,haydenkelsey@foster.com,001-048-648-3698x169,UK
CUST0318,Jesse Wilkerson,Male,22 yrs,Indore,2024-05-08,2025-09-17,₹49600,,george86@anderson-gomez.org,001-667-187-9557x124,USA
CUST0319,Daniel Gomez,Female,56 yrs,,2026-01-02,2025-12-29,6768,3.0,wrong_email.com,001-208-524-4090,Canada
CUST0320,Rhonda Werner,,43,Chennai,2024-07-30,2024-05-14,37993,5.0,phillipsmith@yahoo.com,(731)648-0440x48659,India
CUST0321,Shirley Harrison,Male,19 yrs,Chennai,2022-05-13,2025-11-15,,3.0,deborah02@bartlett.com,734-650-9759x1267,India
CUST0322,Michael Owen,Other,25,Delhi,2024-03-11,2025-08-22,,5.0,nanderson@gmail.com,(563)261-5092,UK
CUST0323,,Other,,,2022-11-13,2026-01-23,5496,2.0,jasonhopkins@hotmail.com,(992)284-1721x651,UK
CUST0324,Mr. Michael Jones III,,Age is 46 years,Pune,2023-06-20,2025-07-08,14499,4.0,robert11@green.net,+1-483-890-3963x72384,
CUST0325,Andrea Thompson,Other,Age is 34 years,Bhopal,2024-06-27,,,2.0,kevinkennedy@gmail.com,+1-099-781-7972,USA
CUST0326,,,29 yrs,Chennai,2023-10-08,2024-10-22,₹25800,5.0,pmendoza@yahoo.com,603-569-7477x299,India
CUST0327,Melissa Collins,Female,41,Chennai,2022-11-27,2025-03-22,₹38119,,gcunningham@stanley.biz,+1-410-901-7990x1871,India
CUST0328,Joseph Brown,,,Indore,2024-08-27,,,2.0,davisrobin@yahoo.com,(799)284-2897x008,USA
CUST0329,David Nelson,,22,Bhopal,2022-02-20,2024-10-28,36148,2.0,gibsonelizabeth@hotmail.com,001-155-895-9921,India
CUST0330,Cody Payne,Other,,Chennai,2023-01-03,2025-11-18,24449,4.0,wrong_email.com,12345,Canada
CUST0331,Samantha Wright,Female,,Pune,2022-11-21,2025-06-27,₹32477,2.0,stacie21@yahoo.com,+1-476-713-1242x2903,
CUST0332,Katherine Perkins,Female,Age is 56 years,,2022-09-21,2026-04-28,30131,2.0,wrong_email.com,536-733-6697x6227,UK
CUST0333,Willie Carroll,Other,,Pune,2023-11-07,,,2.0,alvarezjill@yahoo.com,9005754425,Canada
CUST0334,Karen Barnes,Other,20 yrs,Indore,2023-11-17,2024-11-19,,3.0,williamsjames@brown.info,8763095037,UK
CUST0335,Laura Wood,Other,40,Chennai,2023-04-30,2026-05-01,₹12096,2.0,cookkenneth@yahoo.com,+1-378-541-3288,USA
CUST0336,Robert Cunningham,Other,,Chennai,2024-05-03,2024-08-17,23747,3.0,martin42@hotmail.com,001-571-787-8104x8972,UK
CUST0337,Dustin Sanchez,,54,,2022-08-14,2025-12-21,6408,3.0,tiffanykerr@mcdowell-smith.com,252.999.3265,
CUST0338,Kyle Mayo,Other,37,Indore,2024-05-12,2025-02-14,1365,4.0,cbailey@gmail.com,992.823.6497,
CUST0339,Brandi Sosa,Other,Age is 55 years,Mumbai,2025-10-14,2024-10-01,₹31575,,suttondavid@yahoo.com,(164)734-9583,USA
CUST0340,Michael Anderson,Male,41,Pune,2025-09-30,2026-02-14,₹8479,1.0,rebecca24@yahoo.com,807-527-9837,India
CUST0341,Rachel Smith,,Age is 55 years,Mumbai,2023-05-29,2025-11-24,29236,5.0,nicole44@vance-quinn.com,001-325-197-5265x136,UK
CUST0342,Micheal Johnson,Other,38 yrs,Mumbai,2021-08-21,2024-09-13,,3.0,gregorymoore@hotmail.com,(281)182-2349x8457,Canada
CUST0343,Richard Christensen,Female,Age is 24 years,Delhi,2022-11-30,2024-12-22,₹34373,3.0,jamesramirez@dodson.com,001-311-470-3551x253,
CUST0344,Jonathan Keller,,,Pune,2024-06-06,2025-05-21,₹12650,4.0,trush@gmail.com,001-986-486-0814x77104,USA
CUST0345,Monica Oliver,,,Chennai,2025-07-25,2026-03-08,16606,3.0,freysusan@underwood.com,+1-950-267-7194,India
CUST0346,Judith Cohen,,Age is 24 years,Pune,2024-06-01,,,1.0,robertbates@yahoo.com,745.424.6716,India
CUST0347,Robert Poole,Male,,Chennai,2023-09-13,2025-05-04,₹40049,2.0,gward@gmail.com,003-986-7277,
CUST0348,Richard Nelson,Female,54,Mumbai,2022-05-30,2025-10-10,₹45460,2.0,wrong_email.com,(293)110-2622x89970,
CUST0349,Sheila Mitchell,Female,41 yrs,Chennai,2023-03-12,2025-01-28,,1.0,dwood@gmail.com,001-021-506-7054,Canada
CUST0350,Sharon Sellers,,23,,2021-07-18,2025-12-29,,5.0,juliejoyce@hotmail.com,001-139-546-5186x92727,UK
CUST0351,James Clark,Male,59,Bhopal,2021-12-12,2024-06-26,,4.0,nday@lewis-howell.com,6419129017,UK
CUST0352,Jennifer Morales,Female,Age is 53 years,Indore,2023-06-29,2026-03-15,33779,2.0,melissa75@carter.com,001-560-756-1093x45560,India
CUST0353,Jennifer Doyle,Female,44,Pune,2025-11-25,2026-02-13,,4.0,fmorris@hotmail.com,(831)467-6541x3734,Canada
CUST0354,Robin Farmer,Female,56,,2026-02-19,2026-03-26,₹5631,4.0,wrong_email.com,(449)990-4013,Canada
CUST0355,Andrew Vega,,Age is 54 years,Delhi,2021-10-25,2024-10-26,₹7605,1.0,wrong_email.com,164.730.1613x091,
CUST0356,,,Age is 38 years,Bhopal,2026-03-04,,45272,4.0,glenellison@jenkins.org,001-948-128-4404,UK
CUST0357,Erik Stevens,,58,Delhi,2024-11-25,2024-11-14,₹9615,5.0,michaelbeard@gates.com,12345,UK
CUST0358,Paul Lopez,Other,38,,2025-05-28,2026-01-30,,4.0,stewartscott@barber.info,964.310.0320x6337,Canada
CUST0359,Laura Wright,,28,Indore,2025-11-27,2026-02-05,,4.0,nicolewatson@gmail.com,(851)992-1307,UK
CUST0360,Michael Clarke,Other,45 yrs,Delhi,2023-03-31,2025-12-30,,2.0,oanderson@rowe.com,407-426-7778x7449,USA
CUST0361,Joshua Gonzalez PhD,,,Chennai,2021-10-25,2025-07-15,21029,5.0,michael02@anderson.com,550-209-5237x452,
CUST0362,Monica Jackson,Other,,Delhi,2024-12-02,2024-10-06,₹47226,3.0,markmendez@dawson.com,001-257-977-6304,Canada
CUST0363,Jeffrey Huff,Male,,,2024-10-26,2025-03-26,14238,3.0,rmorales@hotmail.com,531.149.1748,India
CUST0364,Justin Williams,,46 yrs,Mumbai,2022-03-10,2025-09-21,,,wrong_email.com,001-233-572-3892x361,UK
CUST0365,Robert Barber,,58,Indore,2021-09-09,,₹9265,1.0,wrong_email.com,414.493.2027x7816,Canada
CUST0366,Meghan Booth,Other,36,Indore,2024-03-18,2024-12-15,,4.0,juanallison@yahoo.com,001-304-802-5682x313,Canada
CUST0367,Corey Lowery,Other,30,Pune,2025-03-12,2024-05-16,,1.0,brownmike@gmail.com,(616)966-0482x213,Canada
CUST0368,Jill Jordan,Other,55,Chennai,2025-03-17,2025-06-29,₹17538,2.0,lroth@yahoo.com,0163160967,India
CUST0369,Ethan Pace,,34,Delhi,2023-06-06,2025-12-05,11741,2.0,wrong_email.com,205-419-0642x50225,
CUST0370,Regina Peterson,,,,2024-11-10,2025-03-03,₹17663,1.0,markvasquez@cowan-ochoa.com,373-332-8354,India
CUST0371,Robin Wilkinson,Female,38 yrs,,2024-08-08,2024-10-13,,3.0,richarddavies@villanueva.com,382.315.7130,
CUST0372,Melissa Thomas,Other,Age is 19 years,,2024-06-27,2024-08-10,,,grayronald@yahoo.com,0822072263,Canada
CUST0373,Jasmine Campbell,,,,2023-02-23,2026-01-14,₹47530,1.0,wrong_email.com,001-187-240-3003,USA
CUST0374,Theresa Zuniga,Other,Age is 35 years,,2023-01-18,,₹48137,4.0,ashley74@hotmail.com,001-991-097-0448x818,Canada
CUST0375,Robert Williams,Male,,Mumbai,2025-08-18,2025-08-24,46672,3.0,baldwinsarah@hotmail.com,754.099.5415x649,
CUST0376,Patricia Sanford,Female,,Mumbai,2025-01-19,2026-01-08,,3.0,twarren@perry.org,001-338-835-8778,Canada
CUST0377,Robert Lozano,Male,53,,2023-08-15,2025-02-20,,4.0,laurarodgers@yahoo.com,(005)170-6129x96653,India
CUST0378,Joanne Houston,,,Chennai,2024-09-17,2025-04-15,,1.0,wrong_email.com,808-459-4797x47244,USA
CUST0379,Katherine Perez,Other,Age is 22 years,Mumbai,2026-04-02,2024-12-04,₹4808,2.0,brockdavid@bennett.com,278.113.8226x343,Canada
CUST0380,Richard Gray,Female,39 yrs,Mumbai,2023-02-04,2024-08-15,,,tiffany34@floyd.org,(519)086-4834x313,
CUST0381,Nicolas Gonzalez MD,Male,,Mumbai,2023-01-16,2025-06-22,₹11185,,nicole21@pennington-vargas.com,7728719563,USA
CUST0382,David Ford,Other,Age is 59 years,Indore,2025-01-15,2024-12-26,₹37224,2.0,kingchristopher@yahoo.com,001-564-032-7034x501,USA
CUST0383,Nicole Beck,,56 yrs,,2024-03-16,2024-07-20,,3.0,jack69@hotmail.com,(560)821-9615,USA
CUST0384,Katelyn Medina,Male,Age is 56 years,Indore,2025-10-05,2024-10-18,,3.0,wrong_email.com,(340)048-8503x305,USA
CUST0385,Jennifer Cross,Other,23,Mumbai,2021-06-10,2026-02-02,₹45733,1.0,william58@hotmail.com,084-917-6449x1703,Canada
CUST0386,Melanie Rollins,,,,2024-06-02,2024-11-16,,5.0,ashley43@yahoo.com,999-166-0494,UK
CUST0387,Cassandra Holden,Male,18 yrs,Mumbai,2025-07-27,2026-05-01,₹17983,4.0,andersongail@hotmail.com,001-298-899-4493x4666,UK
CUST0388,Peggy Gonzales,Male,,Pune,2021-09-27,2024-08-10,16435,2.0,jennifer19@maldonado.biz,001-236-810-3711x326,
CUST0389,Brian Anderson,Male,Age is 32 years,Delhi,2022-06-06,,28486,2.0,robertgomez@yahoo.com,973-281-4939x7385,UK
CUST0390,Mary Smith,Male,Age is 57 years,Chennai,2025-02-20,2025-10-29,48433,,ryanreed@morris.com,+1-122-120-0963,India
CUST0391,Maxwell Olson,,Age is 40 years,Chennai,2022-01-17,2025-07-03,₹35807,2.0,rjacobs@yahoo.com,+1-738-037-0836x4971,USA
CUST0392,Aaron Wolf,Female,Age is 43 years,Delhi,2023-10-16,2025-02-26,20167,4.0,wrong_email.com,032-708-7649,Canada
CUST0393,Tonya Hughes,,,Pune,2025-01-20,,,2.0,jonfarmer@sanchez.org,12345,USA
CUST0394,Richard Hopkins,Male,48,Chennai,2023-07-19,2024-07-14,₹43597,,saramason@larson-chase.com,(055)007-5073x7722,
CUST0395,Ronnie Brown,Male,42,Pune,2021-09-06,2026-03-28,,4.0,adamsolis@clark.com,001-941-475-4123,UK
CUST0396,Elaine Bailey,,59 yrs,Chennai,2025-03-16,,17297,3.0,ryan71@carr.info,001-877-166-3956,UK
CUST0397,Lindsay Parks,Female,26,Mumbai,2026-01-19,2024-06-09,,1.0,hollylewis@hotmail.com,(037)039-0370,
CUST0398,Zachary Alexander,Other,53 yrs,Indore,2024-02-15,,,1.0,lynnwilson@yahoo.com,385-444-5875,UK
CUST0399,Joshua Mills,Female,44,Delhi,2022-02-13,2024-12-07,₹45504,2.0,gavindouglas@yahoo.com,691-489-6224x384,Canada
CUST0400,Carla Miles,,,Mumbai,2024-03-21,2025-04-02,1205,3.0,sandovalalicia@guzman.com,384-093-2568,USA
CUST0401,Mary Castillo,Other,52,Mumbai,2022-07-13,,₹27280,,josephbeck@lindsey-hamilton.com,+1-821-727-6577x487,USA
CUST0402,Julie Cox,,,Delhi,2025-07-18,2025-12-22,3244,2.0,erinhancock@hotmail.com,12345,
CUST0403,Steven Contreras,,Age is 43 years,Pune,2021-05-31,,18887,4.0,marycampbell@hotmail.com,5252424743,USA
